NAME	TERMS COUNT	MORE THAN ONE	MORE THAN EPS	EPS	SUM Norm	CONVERGENCE	GROUPS COUNT	GROUPS TIME (SEC)	THD	THD TIME (SEC)	THDR	THDR TIME (SEC)
D1.txt	53478	13775	1379	28.0	40.67064939566415	0.8	555	4.9642839431762695	40.67064939566415	0.0	100.0	0.0
D2.txt	91701	23815	2473	24.0	53.83611663582987	0.8	1226	21.718242406845093	36.281958839270665	0.0	67.39334318018719	0.0009999275207519531
D3.txt	114061	32419	3028	21.5	65.29992061621967	0.8	1578	34.54797601699829	15.851148230111185	0.0009999275207519531	24.274375957164583	0.0
D4.txt	129896	39642	3997	19.651484454403228	78.63828485202832	0.8	2203	64.42368483543396	20.057398828297234	0.0010001659393310547	25.50589559021886	0.0009999275207519531
D5.txt	145796	46702	4466	19.651484454403228	86.87891612700685	0.8	2484	79.28953528404236	14.816089552837285	0.002000093460083008	17.05372282865257	0.0
D6.txt	162746	54629	4587	20.0	77.61550039935074	0.8	2510	75.7863347530365	22.1774124899165	0.0009999275207519531	28.573432337365972	0.0010001659393310547
D7.txt	190263	63684	5133	21.0	74.11656209248162	0.8	2773	94.16838598251343	17.71467035899305	0.0020003318786621094	23.901095597079813	0.0010001659393310547
D8.txt	200176	69097	5413	22.0	67.76905482853833	0.8	2931	104.20496010780334	13.278589097667057	0.002000093460083008	19.593882681797844	0.0010001659393310547
D9.txt	217461	76315	5855	22.0	67.64328350141797	0.8	3213	122.33999752998352	10.1874755674959	0.0030002593994140625	15.06058700903002	0.0
D10.txt	245967	84664	6453	23.21928094887362	68.03826034144801	0.8	3463	145.0552966594696	11.762224185700598	0.002000093460083008	17.287661569640704	0.0009999275207519531
D11.txt	263034	91132	6428	24.0	65.49516236699466	0.8	3541	149.93557572364807	9.650871856348235	0.002000093460083008	14.735243806665716	0.0010001659393310547
D12.txt	287887	99231	7110	23.774437510817346	64.87029265389864	0.8	3917	184.98458051681519	9.498494817428794	0.003000497817993164	14.642287600128382	0.0009999275207519531
D13.txt	298360	104397	7382	23.774437510817346	63.38730220023656	0.8	4105	199.88643288612366	6.70309344336371	0.0030002593994140625	10.574820525077804	0.0009999275207519531
D14.txt	320493	112897	7722	24.0	63.74226498606031	0.8	4276	220.1145899295807	6.550866950454801	0.004000186920166016	10.277116685275303	0.0009999275207519531
D15.txt	333968	119786	8297	23.774437510817346	62.31875947512286	0.8	4606	251.31037402153015	8.037647392004551	0.004000425338745117	12.897637019255997	0.0009999275207519531
D16.txt	350734	127256	8425	24.0	58.51387738214444	0.8	4726	262.4190094470978	8.324415254538852	0.004000186920166016	14.22639487753217	0.002000093460083008
D17.txt	369309	135084	8876	24.0	59.16490921397956	0.8	4984	290.5786204338074	5.43647887482083	0.004000186920166016	9.188687935206518	0.0009999275207519531
D18.txt	389015	143451	9616	24.0	60.52305215498733	0.8	5315	325.7186303138733	5.8229701665717295	0.005000114440917969	9.621078183004183	0.0010001659393310547
D19.txt	399546	148895	10004	24.0	61.20419473615386	0.8	5545	351.22308897972107	4.827491846569234	0.005000114440917969	7.887517950983826	0.0010001659393310547
D20.txt	420457	158178	10573	24.0	62.78872604169264	0.8	5914	394.2015471458435	6.30564422354031	0.004000425338745117	10.042637621526625	0.002000093460083008
D21.txt	435068	165518	9751	26.0	61.34703592841757	0.8	5296	310.8357787132263	4.70937595151595	0.004000186920166016	7.676615308702213	0.002000093460083008
D22.txt	449712	171134	10139	26.0	62.159651205208185	0.8	5484	336.62025332450867	4.196307913881887	0.005000114440917969	6.750854987954452	0.002000570297241211
